symbol	hgncId	ncbiGeneId	ensemblGeneId
MMP24OS	HGNC:44421	101410538	ENSG00000126005
MMP25	HGNC:14246	64386	ENSG00000008516
MMP26	HGNC:14249	56547	ENSG00000167346
MMP27	HGNC:14250	64066	ENSG00000137675
MMP28	HGNC:14366	79148	ENSG00000271447
MMRN1	HGNC:7178	22915	ENSG00000138722
MMRN2	HGNC:19888	79812	ENSG00000173269
MMS19	HGNC:13824	64210	ENSG00000155229
MMS22L	HGNC:21475	253714	ENSG00000146263
MNAT1	HGNC:7181	4331	ENSG00000020426
MND1	HGNC:24839	84057	ENSG00000121211
MNDA	HGNC:7183	4332	ENSG00000163563
MNT	HGNC:7188	4335	ENSG00000070444
MOAP1	HGNC:16658	64112	ENSG00000165943
MOB1A	HGNC:16015	55233	ENSG00000114978
MOB1B	HGNC:29801	92597	ENSG00000173542
MOB2	HGNC:24904	81532	ENSG00000182208
MOB3A	HGNC:29802	126308	ENSG00000172081
MOB3B	HGNC:23825	79817	ENSG00000120162
MOB3C	HGNC:29800	148932	ENSG00000142961
MOB4	HGNC:17261	25843	ENSG00000115540
MOBP	HGNC:7189	4336	ENSG00000168314
MOGAT1	HGNC:18210	116255	ENSG00000124003
MOGAT2	HGNC:23248	80168	ENSG00000166391
MOGAT3	HGNC:23249	346606	ENSG00000106384
MOK	HGNC:9833	5891	ENSG00000080823
MON1A	HGNC:28207	84315	ENSG00000164077
MON1B	HGNC:25020	22879	ENSG00000103111
MON2	HGNC:29177	23041	ENSG00000061987
MORC1	HGNC:7198	27136	ENSG00000114487
MORC3	HGNC:23572	23515	ENSG00000159256
MORC4	HGNC:23485	79710	ENSG00000133131
MORF4L1	HGNC:16989	10933	ENSG00000185787
MORF4L2	HGNC:16849	9643	ENSG00000123562
MORN1	HGNC:25852	79906	ENSG00000116151
MORN2	HGNC:30166	729967	ENSG00000188010
MORN3	HGNC:29807	283385	ENSG00000139714
MORN4	HGNC:24001	118812	ENSG00000171160
MORN5	HGNC:17841	254956	ENSG00000185681
MOSMO	HGNC:27087	730094	ENSG00000185716
MOSPD1	HGNC:25235	56180	ENSG00000101928
MOSPD2	HGNC:28381	158747	ENSG00000130150
MOSPD3	HGNC:25078	64598	ENSG00000106330
MOV10	HGNC:7200	4343	ENSG00000155363
MOXD1	HGNC:21063	26002	ENSG00000079931
MPC1L	HGNC:44205	347411	ENSG00000238205
MPC2	HGNC:24515	25874	ENSG00000143158
MPG	HGNC:7211	4350	ENSG00000103152
MPHOSPH6	HGNC:7214	10200	ENSG00000135698
MPHOSPH8	HGNC:29810	54737	ENSG00000196199
MPHOSPH9	HGNC:7215	10198	ENSG00000051825
MPHOSPH10	HGNC:7213	10199	ENSG00000124383
MPND	HGNC:25934	84954	ENSG00000008382
MPP1	HGNC:7219	4354	ENSG00000130830
MPP2	HGNC:7220	4355	ENSG00000108852
MPP3	HGNC:7221	4356	ENSG00000161647
MPP4	HGNC:13680	58538	ENSG00000082126
MPP7	HGNC:26542	143098	ENSG00000150054
MPPE1	HGNC:15988	65258	ENSG00000154889
MPPED1	HGNC:1306	758	ENSG00000186732
MPPED2	HGNC:1180	744	ENSG00000066382
MPRIP	HGNC:30321	23164	ENSG00000133030
MPV17L	HGNC:26827	255027	ENSG00000156968
MPV17L2	HGNC:28177	84769	ENSG00000254858
MPZL1	HGNC:7226	9019	ENSG00000197965
MPZL3	HGNC:27279	196264	ENSG00000160588
MR1	HGNC:4975	3140	ENSG00000153029
MRC1	HGNC:7228	4360	ENSG00000260314
MRC2	HGNC:16875	9902	ENSG00000011028
MREG	HGNC:25478	55686	ENSG00000118242
MRFAP1	HGNC:24549	93621	ENSG00000179010
MRFAP1L1	HGNC:28796	114932	ENSG00000178988
MRFAP1L2	HGNC:25109	93622	ENSG00000170846
MRGBP	HGNC:15866	55257	ENSG00000101189
MRGPRD	HGNC:29626	116512	ENSG00000172938
MRGPRE	HGNC:30694	116534	ENSG00000184350
MRGPRF	HGNC:24828	116535	ENSG00000172935
MRGPRG	HGNC:24829	386746	ENSG00000182170
MRGPRX1	HGNC:17962	259249	ENSG00000170255
MRGPRX2	HGNC:17983	117194	ENSG00000183695
MRGPRX3	HGNC:17980	117195	ENSG00000179826
MRGPRX4	HGNC:17617	117196	ENSG00000179817
MRI1	HGNC:28469	84245	ENSG00000037757
MRLN	HGNC:48649	100507027	ENSG00000227877
MRM1	HGNC:26202	79922	ENSG00000278619
MRM3	HGNC:18485	55178	ENSG00000171861
MRNIP	HGNC:30817	51149	ENSG00000161010
MRO	HGNC:24121	83876	ENSG00000134042
MROH1	HGNC:26958	727957	ENSG00000179832
MROH2A	HGNC:27936	339766	ENSG00000185038
MROH2B	HGNC:26857	133558	ENSG00000171495
MROH5	HGNC:42976	389690	ENSG00000226807
MROH6	HGNC:27814	642475	ENSG00000204839
MROH7	HGNC:24802	374977	ENSG00000184313
MROH8	HGNC:16125	140699	ENSG00000101353
MROH9	HGNC:26287	80133	ENSG00000117501
MRPL1	HGNC:14275	65008	ENSG00000169288
MRPL2	HGNC:14056	51069	ENSG00000112651
MRPL4	HGNC:14276	51073	ENSG00000105364
MRPL9	HGNC:14277	65005	ENSG00000143436
MRPL10	HGNC:14055	124995	ENSG00000159111
MRPL11	HGNC:14042	65003	ENSG00000174547
MRPL13	HGNC:14278	28998	ENSG00000172172
MRPL14	HGNC:14279	64928	ENSG00000180992
MRPL15	HGNC:14054	29088	ENSG00000137547
MRPL16	HGNC:14476	54948	ENSG00000166902
MRPL17	HGNC:14053	63875	ENSG00000158042
MRPL18	HGNC:14477	29074	ENSG00000112110
MRPL19	HGNC:14052	9801	ENSG00000115364
MRPL20	HGNC:14478	55052	ENSG00000242485
MRPL21	HGNC:14479	219927	ENSG00000197345
MRPL22	HGNC:14480	29093	ENSG00000082515
MRPL23	HGNC:10322	6150	ENSG00000214026
MRPL24	HGNC:14037	79590	ENSG00000143314
MRPL27	HGNC:14483	51264	ENSG00000108826
MRPL28	HGNC:14484	10573	ENSG00000086504
MRPL30	HGNC:14036	51263	ENSG00000185414
MRPL32	HGNC:14035	64983	ENSG00000106591
MRPL33	HGNC:14487	9553	ENSG00000243147
MRPL34	HGNC:14488	64981	ENSG00000130312
MRPL35	HGNC:14489	51318	ENSG00000132313
MRPL36	HGNC:14490	64979	ENSG00000171421
MRPL37	HGNC:14034	51253	ENSG00000116221
MRPL38	HGNC:14033	64978	ENSG00000204316
MRPL40	HGNC:14491	64976	ENSG00000185608
MRPL41	HGNC:14492	64975	ENSG00000182154
MRPL42	HGNC:14493	28977	ENSG00000198015
MRPL43	HGNC:14517	84545	ENSG00000055950
MRPL45	HGNC:16651	84311	ENSG00000278845
MRPL46	HGNC:1192	26589	ENSG00000259494
MRPL47	HGNC:16652	57129	ENSG00000136522
MRPL48	HGNC:16653	51642	ENSG00000175581
MRPL49	HGNC:1176	740	ENSG00000149792
MRPL50	HGNC:16654	54534	ENSG00000136897
MRPL51	HGNC:14044	51258	ENSG00000111639
MRPL52	HGNC:16655	122704	ENSG00000172590
MRPL53	HGNC:16684	116540	ENSG00000204822
MRPL54	HGNC:16685	116541	ENSG00000183617
MRPL55	HGNC:16686	128308	ENSG00000162910
MRPL57	HGNC:14514	78988	ENSG00000173141
MRPL58	HGNC:5359	3396	ENSG00000167862
MRPS5	HGNC:14498	64969	ENSG00000144029
MRPS6	HGNC:14051	64968	ENSG00000243927
MRPS9	HGNC:14501	64965	ENSG00000135972
MRPS10	HGNC:14502	55173	ENSG00000048544
MRPS11	HGNC:14050	64963	ENSG00000181991
MRPS12	HGNC:10380	6183	ENSG00000128626
MRPS15	HGNC:14504	64960	ENSG00000116898
MRPS17	HGNC:14047	51373	ENSG00000239789
MRPS18A	HGNC:14515	55168	ENSG00000096080
MRPS18B	HGNC:14516	28973	ENSG00000204568
MRPS18C	HGNC:16633	51023	ENSG00000163319
MRPS21	HGNC:14046	54460	ENSG00000266472
MRPS24	HGNC:14510	64951	ENSG00000062582
MRPS26	HGNC:14045	64949	ENSG00000125901
MRPS27	HGNC:14512	23107	ENSG00000113048
MRPS30	HGNC:8769	10884	ENSG00000112996
MRPS31	HGNC:16632	10240	ENSG00000102738
MRPS33	HGNC:16634	51650	ENSG00000090263
MRPS35	HGNC:16635	60488	ENSG00000061794
MRRF	HGNC:7234	92399	ENSG00000148187
MRS2	HGNC:13785	57380	ENSG00000124532
MRTFB	HGNC:29819	57496	ENSG00000186260
MRTO4	HGNC:18477	51154	ENSG00000053372
MS4A2	HGNC:7316	2206	ENSG00000149534
MS4A3	HGNC:7317	932	ENSG00000149516
MS4A4A	HGNC:13371	51338	ENSG00000110079
MS4A4E	HGNC:14284	643680	ENSG00000214787
MS4A5	HGNC:13374	64232	ENSG00000166930
MS4A6A	HGNC:13375	64231	ENSG00000110077
MS4A6E	HGNC:14285	245802	ENSG00000166926
MS4A7	HGNC:13378	58475	ENSG00000166927
MS4A8	HGNC:13380	83661	ENSG00000166959
MS4A10	HGNC:13368	341116	ENSG00000172689
MS4A12	HGNC:13370	54860	ENSG00000071203
MS4A13	HGNC:16674	503497	ENSG00000204979
MS4A14	HGNC:30706	84689	ENSG00000166928
MS4A15	HGNC:28573	219995	ENSG00000166961
MS4A18	HGNC:37636	728588	ENSG00000214782
MSANTD1	HGNC:33741	345222	ENSG00000188981
MSANTD2	HGNC:26266	79684	ENSG00000120458
MSANTD3	HGNC:23370	91283	ENSG00000066697
MSANTD4	HGNC:29383	84437	ENSG00000170903
MSANTD5	HGNC:55184	102724657	ENSG00000285891
MSANTD7	HGNC:56248	100421372	ENSG00000284024
MSC	HGNC:7321	9242	ENSG00000178860
MSGN1	HGNC:14907	343930	ENSG00000151379
MSI1	HGNC:7330	4440	ENSG00000135097
MSI2	HGNC:18585	124540	ENSG00000153944
MSL1	HGNC:27905	339287	ENSG00000188895
MSL3B	HGNC:17837	151507	ENSG00000224287
MSLN	HGNC:7371	10232	ENSG00000102854
MSMP	HGNC:29663	692094	ENSG00000215183
MSRA	HGNC:7377	4482	ENSG00000175806
MSRB1	HGNC:14133	51734	ENSG00000198736
MSRB2	HGNC:17061	22921	ENSG00000148450
MSS51	HGNC:21000	118490	ENSG00000166343
MT1A	HGNC:7393	4489	ENSG00000205362
MT1B	HGNC:7394	4490	ENSG00000169688
MT1E	HGNC:7397	4493	ENSG00000169715
MT1F	HGNC:7398	4494	ENSG00000198417
MT1G	HGNC:7399	4495	ENSG00000125144
MT1H	HGNC:7400	4496	ENSG00000205358
MT1HL1	HGNC:31864	645745	ENSG00000244020
MT1M	HGNC:14296	4499	ENSG00000205364
MT1X	HGNC:7405	4501	ENSG00000187193
MT2A	HGNC:7406	4502	ENSG00000125148
MT3	HGNC:7408	4504	ENSG00000087250
MT4	HGNC:18705	84560	ENSG00000102891
MTA1	HGNC:7410	9112	ENSG00000182979
MTA2	HGNC:7411	9219	ENSG00000149480
MTA3	HGNC:23784	57504	ENSG00000057935
MTARC1	HGNC:26189	64757	ENSG00000186205
MTARC2	HGNC:26064	54996	ENSG00000117791
MTBP	HGNC:7417	27085	ENSG00000172167
MTCH1	HGNC:17586	23787	ENSG00000137409
MTCH2	HGNC:17587	23788	ENSG00000109919
MTCL1	HGNC:29121	23255	ENSG00000168502
MTCL2	HGNC:16111	140710	ENSG00000149639
MTCL3	HGNC:21494	387104	ENSG00000214338
MTCP1	HGNC:7423	4515	ENSG00000214827
MTDH	HGNC:29608	92140	ENSG00000147649
MTERF1	HGNC:21463	7978	ENSG00000127989
MTERF2	HGNC:30779	80298	ENSG00000120832
MTERF3	HGNC:24258	51001	ENSG00000156469
MTERF4	HGNC:28785	130916	ENSG00000122085
MTF1	HGNC:7428	4520	ENSG00000188786
MTF2	HGNC:29535	22823	ENSG00000143033
MTFP1	HGNC:26945	51537	ENSG00000242114
MTFR1	HGNC:29510	9650	ENSG00000066855
MTFR1L	HGNC:28836	56181	ENSG00000117640
MTFR2	HGNC:21115	113115	ENSG00000146410
MTG1	HGNC:32159	92170	ENSG00000148824
MTG2	HGNC:16239	26164	ENSG00000101181
MTHFD1L	HGNC:21055	25902	ENSG00000120254
MTHFD2	HGNC:7434	10797	ENSG00000065911
MTHFD2L	HGNC:31865	441024	ENSG00000163738
MTHFSD	HGNC:25778	64779	ENSG00000103248
MTIF2	HGNC:7441	4528	ENSG00000085760
MTIF3	HGNC:29788	219402	ENSG00000122033
MTLN	HGNC:27339	205251	ENSG00000175701
MTMR1	HGNC:7449	8776	ENSG00000063601
MTMR3	HGNC:7451	8897	ENSG00000100330
MTMR4	HGNC:7452	9110	ENSG00000108389
MTMR6	HGNC:7453	9107	ENSG00000139505
MTMR7	HGNC:7454	9108	ENSG00000003987
MTMR8	HGNC:16825	55613	ENSG00000102043
MTMR9	HGNC:14596	66036	ENSG00000104643
MTMR10	HGNC:25999	54893	ENSG00000166912
MTMR11	HGNC:24307	10903	ENSG00000014914
MTMR12	HGNC:18191	54545	ENSG00000150712
MTNAP1	HGNC:29601	55028	ENSG00000141219
MTNR1A	HGNC:7463	4543	ENSG00000168412
MTPN	HGNC:15667	136319	ENSG00000105887
MTRES1	HGNC:17971	51250	ENSG00000130349
MTREX	HGNC:18734	23517	ENSG00000039123
MTRF1	HGNC:7469	9617	ENSG00000120662
MTRF1L	HGNC:21051	54516	ENSG00000112031
MTSS1	HGNC:20443	9788	ENSG00000170873
MTURN	HGNC:25457	222166	ENSG00000180354
MTUS1	HGNC:29789	57509	ENSG00000129422
MTUS2	HGNC:20595	23281	ENSG00000132938
MTX1	HGNC:7504	4580	ENSG00000173171
MTX3	HGNC:24812	345778	ENSG00000177034
MUC2	HGNC:7512	4583	ENSG00000198788
MUC3A	HGNC:7513	4584	ENSG00000169894
MUC3B	HGNC:13384	57876	
MUC4	HGNC:7514	4585	ENSG00000145113
MUC5AC	HGNC:7515	4586	ENSG00000215182
MUC6	HGNC:7517	4588	ENSG00000184956
MUC8	HGNC:7519	100129528	
MUC12	HGNC:7510	10071	ENSG00000205277
MUC13	HGNC:7511	56667	ENSG00000173702
MUC15	HGNC:14956	143662	ENSG00000169550
MUC16	HGNC:15582	94025	ENSG00000181143
MUC17	HGNC:16800	140453	ENSG00000169876
MUC19	HGNC:14362	283463	ENSG00000205592
MUC20	HGNC:23282	200958	ENSG00000176945
MUC21	HGNC:21661	394263	ENSG00000204544
MUC22	HGNC:39755	100507679	ENSG00000261272
MUCL1	HGNC:30588	118430	ENSG00000172551
MUL1	HGNC:25762	79594	ENSG00000090432
MUS81	HGNC:29814	80198	ENSG00000172732
MUSTN1	HGNC:22144	389125	ENSG00000272573
MVB12A	HGNC:25153	93343	ENSG00000141971
MVB12B	HGNC:23368	89853	ENSG00000196814
MVP	HGNC:7531	9961	ENSG00000013364
MX1	HGNC:7532	4599	ENSG00000157601
MX2	HGNC:7533	4600	ENSG00000183486
MXD1	HGNC:6761	4084	ENSG00000059728
MXD3	HGNC:14008	83463	ENSG00000213347
MXD4	HGNC:13906	10608	ENSG00000123933
MXRA5	HGNC:7539	25878	ENSG00000101825
MXRA7	HGNC:7541	439921	ENSG00000182534
MXRA8	HGNC:7542	54587	ENSG00000162576
MYADM	HGNC:7544	91663	ENSG00000179820
MYADML2	HGNC:34548	255275	ENSG00000185105
MYBBP1A	HGNC:7546	10514	ENSG00000132382
MYBL1	HGNC:7547	4603	ENSG00000185697
MYBL2	HGNC:7548	4605	ENSG00000101057
MYBPC2	HGNC:7550	4606	ENSG00000086967
MYBPH	HGNC:7552	4608	ENSG00000133055
MYBPHL	HGNC:30434	343263	ENSG00000221986
MYCBP	HGNC:7554	26292	ENSG00000214114
MYCBPAP	HGNC:19677	84073	ENSG00000136449
MYCL	HGNC:7555	4610	ENSG00000116990
MYCT1	HGNC:23172	80177	ENSG00000120279
MYDGF	HGNC:16948	56005	ENSG00000074842
MYEF2	HGNC:17940	50804	ENSG00000104177
MYEOV	HGNC:7563	26579	ENSG00000172927
MYG1	HGNC:17590	60314	ENSG00000139637
MYH1	HGNC:7567	4619	ENSG00000109061
MYH4	HGNC:7574	4622	ENSG00000264424
MYH13	HGNC:7571	8735	ENSG00000006788
MYH15	HGNC:31073	22989	ENSG00000144821
MYH16	HGNC:31038	84176	ENSG00000002079
MYL5	HGNC:7586	4636	ENSG00000215375
MYL6	HGNC:7587	4637	ENSG00000092841
MYL6B	HGNC:29823	140465	ENSG00000196465
MYL7	HGNC:21719	58498	ENSG00000106631
MYL10	HGNC:29825	93408	ENSG00000106436
MYL12A	HGNC:16701	10627	ENSG00000101608
MYL12B	HGNC:29827	103910	ENSG00000118680
MYLIP	HGNC:21155	29116	ENSG00000007944
MYLK4	HGNC:27972	340156	ENSG00000145949
MYNN	HGNC:14955	55892	ENSG00000085274
MYO1B	HGNC:7596	4430	ENSG00000128641
MYO1D	HGNC:7598	4642	ENSG00000176658
MYO1G	HGNC:13880	64005	ENSG00000136286
MYO3B	HGNC:15576	140469	ENSG00000071909
MYO5C	HGNC:7604	55930	ENSG00000128833
MYO7B	HGNC:7607	4648	ENSG00000169994
MYO10	HGNC:7593	4651	ENSG00000145555
MYO15B	HGNC:14083	80022	ENSG00000266714
MYO16	HGNC:29822	23026	ENSG00000041515
MYO18A	HGNC:31104	399687	ENSG00000196535
MYO19	HGNC:26234	80179	ENSG00000278259
MYOCOS	HGNC:53429	110806290	ENSG00000283683
MYOG	HGNC:7612	4656	ENSG00000122180
MYOM2	HGNC:7614	9172	ENSG00000036448
MYOM3	HGNC:26679	127294	ENSG00000142661
MYOZ1	HGNC:13752	58529	ENSG00000177791
MYOZ3	HGNC:18565	91977	ENSG00000164591
MYPOP	HGNC:20178	339344	ENSG00000176182
MYRFL	HGNC:26316	196446	ENSG00000166268
MYRIP	HGNC:19156	25924	ENSG00000170011
MYT1	HGNC:7622	4661	ENSG00000196132
MZB1	HGNC:30125	51237	ENSG00000170476
MZF1	HGNC:13108	7593	ENSG00000099326
MZT1	HGNC:33830	440145	ENSG00000204899
MZT2A	HGNC:33187	653784	ENSG00000173272
MZT2B	HGNC:25886	80097	ENSG00000152082
N4BP1	HGNC:29850	9683	ENSG00000102921
N4BP2	HGNC:29851	55728	ENSG00000078177
N4BP2L1	HGNC:25037	90634	ENSG00000139597
N4BP2L2	HGNC:26916	10443	ENSG00000244754
N4BP3	HGNC:29852	23138	ENSG00000145911
NAA11	HGNC:28125	84779	ENSG00000156269
NAA16	HGNC:26164	79612	ENSG00000172766
NAA25	HGNC:25783	80018	ENSG00000111300
NAA30	HGNC:19844	122830	ENSG00000139977
NAA35	HGNC:24340	60560	ENSG00000135040
NAA38	HGNC:28212	84316	ENSG00000183011
NAA40	HGNC:25845	79829	ENSG00000110583
NAA50	HGNC:29533	80218	ENSG00000121579
NAAA	HGNC:736	27163	ENSG00000138744
NAALAD2	HGNC:14526	10003	ENSG00000077616
NAALADL1	HGNC:23536	10004	ENSG00000168060
NAALADL2	HGNC:23219	254827	ENSG00000177694
NAB1	HGNC:7626	4664	ENSG00000138386
NABP2	HGNC:28412	79035	ENSG00000139579
NACA	HGNC:7629	4666	ENSG00000196531
NACA2	HGNC:23290	342538	ENSG00000253506
NACAD	HGNC:22196	23148	ENSG00000136274
NACC2	HGNC:23846	138151	ENSG00000148411
NADK	HGNC:29831	65220	ENSG00000008130
NAGK	HGNC:17174	55577	ENSG00000124357
NAGPA	HGNC:17378	51172	ENSG00000103174
NAIF1	HGNC:25446	203245	ENSG00000171169
NALF1	HGNC:33877	728215	ENSG00000204442
NALF2	HGNC:30701	27112	ENSG00000130054
NAMPT	HGNC:30092	10135	ENSG00000105835
NANOG	HGNC:20857	79923	ENSG00000111704
NANOGNB	HGNC:24958	360030	ENSG00000205857
NANOGP8	HGNC:23106	388112	ENSG00000255192
NANOS2	HGNC:23292	339345	ENSG00000188425
NANOS3	HGNC:22048	342977	ENSG00000187556
NANP	HGNC:16140	140838	ENSG00000170191
NAP1L1	HGNC:7637	4673	ENSG00000187109
NAP1L2	HGNC:7638	4674	ENSG00000186462
NAP1L3	HGNC:7639	4675	ENSG00000186310
NAP1L4	HGNC:7640	4676	ENSG00000205531
NAP1L5	HGNC:19968	266812	ENSG00000177432
NAPA	HGNC:7641	8775	ENSG00000105402
NAPEPLD	HGNC:21683	222236	ENSG00000161048
NAPG	HGNC:7642	8774	ENSG00000134265
NAPRT	HGNC:30450	93100	ENSG00000147813
NAPSA	HGNC:13395	9476	ENSG00000131400
NARF	HGNC:29916	26502	ENSG00000141562
NASP	HGNC:7644	4678	ENSG00000132780
NAT1	HGNC:7645	9	ENSG00000171428
NAT8	HGNC:18069	9027	ENSG00000144035
NAT8B	HGNC:30235	51471	ENSG00000204872
NAT9	HGNC:23133	26151	ENSG00000109065
NAT10	HGNC:29830	55226	ENSG00000135372
NAT14	HGNC:28918	57106	ENSG00000090971
NAT16	HGNC:22030	375607	ENSG00000167011
NATD1	HGNC:30770	256302	ENSG00000274180
NAV1	HGNC:15989	89796	ENSG00000134369
NAV2	HGNC:15997	89797	ENSG00000166833
NBDY	HGNC:50713	550643	ENSG00000204272
NBEAL1	HGNC:20681	65065	ENSG00000144426
NBL1	HGNC:7650	4681	ENSG00000158747
NBPF1	HGNC:26088	55672	ENSG00000219481
NBPF3	HGNC:25076	84224	ENSG00000142794
NBPF4	HGNC:26550	148545	ENSG00000196427
NBPF6	HGNC:31988	653149	ENSG00000186086
NBPF8	HGNC:31990	728841	ENSG00000270231
NBPF9	HGNC:31991	400818	ENSG00000269713
NBPF10	HGNC:31992	100132406	ENSG00000271425
NBPF11	HGNC:31993	200030	ENSG00000263956
NBPF12	HGNC:24297	149013	ENSG00000268043
NBPF14	HGNC:25232	25832	ENSG00000270629
NBPF15	HGNC:28791	284565	ENSG00000266338
NBPF19	HGNC:31999	101060226	ENSG00000271383
NBPF20	HGNC:32000	100288142	ENSG00000162825
NBPF26	HGNC:49571	101060684	ENSG00000273136
NBR1	HGNC:6746	4077	ENSG00000188554
NCALD	HGNC:7655	83988	ENSG00000104490
NCAM1	HGNC:7656	4684	ENSG00000149294
NCAM2	HGNC:7657	4685	ENSG00000154654
NCAN	HGNC:2465	1463	ENSG00000130287
NCAPG	HGNC:24304	64151	ENSG00000109805
NCAPH2	HGNC:25071	29781	ENSG00000025770
NCBP1	HGNC:7658	4686	ENSG00000136937
NCBP2	HGNC:7659	22916	ENSG00000114503
NCBP2AS2	HGNC:25121	152217	ENSG00000270170
NCBP2L	HGNC:31795	392517	ENSG00000170935
NCBP3	HGNC:24612	55421	ENSG00000074356
NCCRP1	HGNC:33739	342897	ENSG00000188505
NCEH1	HGNC:29260	57552	ENSG00000144959
NCK1	HGNC:7664	4690	ENSG00000158092
NCK2	HGNC:7665	8440	ENSG00000071051
NCKAP5	HGNC:29847	344148	ENSG00000176771
NCKAP5L	HGNC:29321	57701	ENSG00000167566
NCKIPSD	HGNC:15486	51517	ENSG00000213672
NCL	HGNC:7667	4691	ENSG00000115053
NCLN	HGNC:26923	56926	ENSG00000125912
NCMAP	HGNC:29332	400746	ENSG00000184454
NCOA1	HGNC:7668	8648	ENSG00000084676
NCOA2	HGNC:7669	10499	ENSG00000140396
NCOA3	HGNC:7670	8202	ENSG00000124151
NCOA5	HGNC:15909	57727	ENSG00000124160
NCOA6	HGNC:15936	23054	ENSG00000198646
NCOA7	HGNC:21081	135112	ENSG00000111912
NCOR1	HGNC:7672	9611	ENSG00000141027
NCOR2	HGNC:7673	9612	ENSG00000196498
NCR1	HGNC:6731	9437	ENSG00000189430
NCR2	HGNC:6732	9436	ENSG00000096264
NCR3LG1	HGNC:42400	374383	ENSG00000188211
NCS1	HGNC:3953	23413	ENSG00000107130
NDC80	HGNC:16909	10403	ENSG00000080986
NDEL1	HGNC:17620	81565	ENSG00000166579
NDFIP1	HGNC:17592	80762	ENSG00000131507
NDFIP2	HGNC:18537	54602	ENSG00000102471
NDOR1	HGNC:29838	27158	ENSG00000188566
NDRG2	HGNC:14460	57447	ENSG00000165795
NDRG3	HGNC:14462	57446	ENSG00000101079
NDRG4	HGNC:14466	65009	ENSG00000103034
NDST2	HGNC:7681	8509	ENSG00000166507
NDST3	HGNC:7682	9348	ENSG00000164100
NDST4	HGNC:20779	64579	ENSG00000138653
NDUFA3	HGNC:7686	4696	ENSG00000170906
NDUFA5	HGNC:7688	4698	ENSG00000128609
NDUFA7	HGNC:7691	4701	ENSG00000267855
NDUFAB1	HGNC:7694	4706	ENSG00000004779
NDUFB1	HGNC:7695	4707	ENSG00000183648
NDUFB2	HGNC:7697	4708	ENSG00000090266
NDUFB4	HGNC:7699	4710	ENSG00000065518
NDUFB5	HGNC:7700	4711	ENSG00000136521
NDUFB6	HGNC:7701	4712	ENSG00000165264
NDUFC1	HGNC:7705	4717	ENSG00000109390
NDUFS5	HGNC:7712	4725	ENSG00000168653
NDUFV3	HGNC:7719	4731	ENSG00000160194
NECAB1	HGNC:20983	64168	ENSG00000123119
NECAB2	HGNC:23746	54550	ENSG00000103154
NECAB3	HGNC:15851	63941	ENSG00000125967
NECAP2	HGNC:25528	55707	ENSG00000157191
NECTIN2	HGNC:9707	5819	ENSG00000130202
NECTIN3	HGNC:17664	25945	ENSG00000177707
NEDD1	HGNC:7723	121441	ENSG00000139350
NEDD4	HGNC:7727	4734	ENSG00000069869
NEDD8	HGNC:7732	4738	ENSG00000129559
NEDD9	HGNC:7733	4739	ENSG00000111859
NEFM	HGNC:7734	4741	ENSG00000104722
NEGR1	HGNC:17302	257194	ENSG00000172260
NEIL1	HGNC:18448	79661	ENSG00000140398
NEIL2	HGNC:18956	252969	ENSG00000154328
NEK3	HGNC:7746	4752	ENSG00000136098
NEK4	HGNC:11399	6787	ENSG00000114904
NEK5	HGNC:7748	341676	ENSG00000197168
NEK6	HGNC:7749	10783	ENSG00000119408
NEK7	HGNC:13386	140609	ENSG00000151414
NEK11	HGNC:18593	79858	ENSG00000114670
NELFB	HGNC:24324	25920	ENSG00000188986
NELFCD	HGNC:15934	51497	ENSG00000101158
NELFE	HGNC:13974	7936	ENSG00000204356
NELL1	HGNC:7750	4745	ENSG00000165973
NELL2	HGNC:7751	4753	ENSG00000184613
NEMP1	HGNC:29001	23306	ENSG00000166881
NEMP2	HGNC:33700	100131211	ENSG00000189362
NENF	HGNC:30384	29937	ENSG00000117691
NEO1	HGNC:7754	4756	ENSG00000067141
NES	HGNC:7756	10763	ENSG00000132688
NET1	HGNC:14592	10276	ENSG00000173848
NETO1	HGNC:13823	81832	ENSG00000166342
NETO2	HGNC:14644	81831	ENSG00000171208
NEU2	HGNC:7759	4759	ENSG00000115488
NEU3	HGNC:7760	10825	ENSG00000162139
NEU4	HGNC:21328	129807	ENSG00000204099
NEURL1	HGNC:7761	9148	ENSG00000107954
NEURL1B	HGNC:35422	54492	ENSG00000214357
NEURL2	HGNC:16156	140825	ENSG00000124257
NEURL3	HGNC:25162	93082	ENSG00000163121
NEURL4	HGNC:34410	84461	ENSG00000215041
NEUROD4	HGNC:13802	58158	ENSG00000123307
NEUROD6	HGNC:13804	63974	ENSG00000164600
NEUROG2	HGNC:13805	63973	ENSG00000178403
NFAM1	HGNC:29872	150372	ENSG00000235568
NFATC2IP	HGNC:25906	84901	ENSG00000176953
NFATC3	HGNC:7777	4775	ENSG00000072736
NFATC4	HGNC:7778	4776	ENSG00000100968
NFE2L1	HGNC:7781	4779	ENSG00000082641
NFE2L3	HGNC:7783	9603	ENSG00000050344
NFIC	HGNC:7786	4782	ENSG00000141905
NFIL3	HGNC:7787	4783	ENSG00000165030
NFILZ	HGNC:52681	105372267	ENSG00000268480
NFKBIB	HGNC:7798	4793	ENSG00000104825
NFKBID	HGNC:15671	84807	ENSG00000167604
NFKBIE	HGNC:7799	4794	ENSG00000146232
NFRKB	HGNC:7802	4798	ENSG00000170322
